date,replies_count,retweets_count,likes_count
2020-03-29,372,3784,26172
2020-03-29,4473,10136,46055
2020-03-28,1311,5005,38489
2020-03-28,264,2203,18281
2020-03-28,275,2276,15849
2020-03-28,593,3003,28650
2020-03-28,625,4495,37091
2020-03-28,4123,7370,43929
2020-03-28,1449,3730,27410
2020-03-28,590,4478,34134
2020-03-28,911,2774,25043
2020-03-28,815,3645,36839
2020-03-28,381,2880,23701
2020-03-28,645,4147,42334
2020-03-28,1825,5598,44844
2020-03-28,1002,4337,24117
2020-03-28,956,5264,41964
2020-03-28,883,4997,45269
2020-03-28,1176,10453,86938
2020-03-28,5412,13596,84123
2020-03-28,2018,8348,30076
2020-03-28,3406,12050,61380
2020-03-28,1518,3560,24444
2020-03-28,419,2614,20115
2020-03-28,1162,4415,41726
2020-03-27,6621,12517,100504
2020-03-27,3027,7336,44677
2020-03-27,5733,11992,76841
2020-03-26,3144,12120,67082
2020-03-26,3955,9879,68051
2020-03-26,4654,7732,46366
2020-03-26,3486,10607,59850
2020-03-25,4536,6433,40055
2020-03-25,2090,7197,45282
2020-03-25,972,4181,23930
2020-03-25,3932,16856,86718
2020-03-25,1718,7252,54349
2020-03-25,4316,9213,41812
2020-03-24,745,3477,18999
2020-03-24,962,4433,31910
2020-03-24,1607,6539,38119
2020-03-24,3076,8480,53267
2020-03-24,6135,24961,77663
2020-03-24,23005,64899,257137
2020-03-24,9190,24678,86808
2020-03-24,1229,4391,27984
2020-03-24,21285,39564,185865
2020-03-23,1893,10514,44777
2020-03-23,2139,9350,57072
2020-03-23,651,3569,21886
2020-03-23,937,4182,25165
2020-03-23,1023,5128,28011
2020-03-23,2825,16377,88978
2020-03-23,252,2351,11054
2020-03-23,225,2396,12517
2020-03-23,690,4083,23593
2020-03-23,1290,6733,52832
2020-03-23,503,4842,36452
2020-03-23,980,7683,66583
2020-03-23,1630,7269,38179
2020-03-23,1030,6919,42391
2020-03-22,2078,14363,63825
2020-03-22,4304,20398,93136
2020-03-22,9232,18043,109225
2020-03-22,1061,3876,23576
2020-03-22,719,4426,31024
2020-03-22,686,2666,12777
2020-03-22,1578,6079,36993
2020-03-22,587,2573,13286
2020-03-22,739,5706,33156
2020-03-22,740,4424,25371
2020-03-21,2725,11175,53533
2020-03-21,407,3712,15442
2020-03-21,326,2985,15149
2020-03-21,1181,5505,29742
2020-03-21,938,5289,24310
2020-03-21,2867,13469,65173
2020-03-21,2084,13385,62439
2020-03-21,283,2950,14347
2020-03-21,350,3767,25188
2020-03-21,3463,28994,84063
2020-03-21,544,4011,21055
2020-03-21,469,3848,16461
2020-03-21,982,8959,23144
2020-03-21,403,3359,14875
2020-03-20,1162,6181,42682
2020-03-20,770,5760,42915
2020-03-20,399,2220,11526
2020-03-20,1418,5027,27881
2020-03-20,716,5040,29541
2020-03-20,287,2506,13697
2020-03-20,165,1582,7197
2020-03-20,879,9889,52124
2020-03-20,277,2514,14027
2020-03-20,179,1937,9725
2020-03-20,330,2368,13958
2020-03-20,621,3351,18512
2020-03-20,313,3151,15657
2020-03-20,211,2610,15040
2020-03-20,133,1610,8206
2020-03-20,166,1636,8619
2020-03-20,214,1891,10613
2020-03-20,210,2037,11538
2020-03-20,229,1905,9428
2020-03-20,164,1715,8133
2020-03-20,156,1681,8274
2020-03-20,178,1713,8650
2020-03-20,252,2008,11161
2020-03-20,152,1670,8247
2020-03-20,179,1594,8421
2020-03-20,150,1610,8215
2020-03-20,517,6780,38679
2020-03-19,2609,8726,37899
2020-03-19,921,5433,24079
2020-03-19,5790,17163,75485
2020-03-19,1418,7229,28608
2020-03-19,1226,8342,35128
2020-03-19,889,6254,26366
2020-03-19,8843,33124,102554
2020-03-18,1082,6759,33511
2020-03-18,1963,17020,77529
2020-03-18,919,5963,29119
2020-03-18,332,2277,12086
2020-03-16,4897,8036,33603
2020-03-16,701,2906,15806
2020-03-16,502,2597,13477
2020-03-16,749,5446,25022
2020-03-16,376,2921,13435
2020-03-16,288,2466,11716
2020-03-16,1300,6468,38769
2020-03-16,1621,8048,46803
2020-03-15,1251,6642,33723
2020-03-15,906,5780,29049
2020-03-15,823,5169,35058
2020-03-15,2789,11945,48468
2020-03-14,2834,11305,75602
2020-03-13,3157,15178,86619
2020-03-13,1320,8703,51206
2020-03-12,1315,8359,44142
2020-03-08,75,1390,6131
2020-03-04,6119,16937,97126
2020-03-03,2025,9415,53687
2020-04-11,213,364,5202
2020-03-31,548,311,8745
2020-03-19,10580,13751,170366
2020-03-16,611,2332,19734
2020-03-14,1116,6026,99449
2020-05-22,3058,8483,64185
2020-05-17,1152,3229,46174
2020-05-14,4184,9357,118261
2020-05-11,539,895,9770
2020-05-09,3572,5188,68682
2020-04-30,1307,6537,44727
2020-04-26,108,242,2201
2020-04-23,301,342,3696
2020-04-21,872,4598,37186
2020-04-13,273,466,2962
2020-04-13,96,303,1907
2020-04-13,200,576,3391
2020-04-11,91,298,2377
2020-04-11,43,207,1679
2020-03-31,432,557,4295
2020-03-26,181,461,3389
2020-03-26,1069,8220,61033
2020-03-15,3718,17942,105104
2020-03-15,2238,6549,49619
2020-03-14,159,293,2257
2020-03-12,398,551,3214
2020-03-03,338,1767,15329
2020-05-15,2214,5251,62211
2020-05-07,517,2207,17303
2020-05-21,124,89,1446
2020-05-21,730,455,11120
2020-04-15,462,312,1424
2020-04-14,260,587,3260
2020-04-14,154,316,1236
2020-04-14,40,75,646
2020-04-14,91,244,1160
2020-04-14,285,675,2808
2020-04-14,86,147,868
2020-04-14,271,339,1779
2020-04-13,731,787,4875
2020-04-10,461,660,4469
2020-04-08,343,425,3099
2020-04-08,125,280,1827
2020-04-02,415,671,3030
2020-03-25,336,268,2530
2020-03-21,401,1139,9114
2020-03-21,519,619,4333
2020-05-09,841,4623,78898
2020-05-05,51,185,1636
2020-05-19,15,88,282
2020-04-21,24,76,338
2020-04-12,42,125,686
2020-03-13,31,77,480
2020-05-06,4,24,236
2020-05-06,62,170,3117
2020-05-05,139,199,4953
2020-05-04,88,169,3321
2020-05-03,22,72,1246
2020-05-03,74,183,2982
2020-04-30,162,591,13540
2020-04-29,12,65,1385
2020-04-29,75,194,3906
2020-04-29,135,312,11022
2020-04-22,22,63,1119
2020-04-22,66,151,2099
2020-04-21,151,412,7893
2020-04-20,212,475,8130
2020-04-19,10,58,554
2020-04-08,25,99,1725
2020-04-07,20,69,1713
2020-04-07,183,676,7687
2020-04-06,132,282,3402
2020-04-02,267,491,10548
2020-03-31,132,270,2613
2020-03-31,144,346,4199
2020-03-25,224,341,2976
2020-03-18,553,1086,18001
2020-03-18,145,848,8452
2020-03-17,93,555,4862
2020-03-14,136,496,5996
2020-05-04,103,467,6075
2020-05-03,233,2322,28805
2020-04-29,3,7,40
2020-04-29,5,6,38
2020-04-27,7,45,368
